學號,書籍類別,書籍名稱,讀者借閱冊數,書籍出版日期,書籍出版者,書籍館藏地,書籍上架年月,書籍標題(subject),讀者年級,學院,借閱時間
Lb07b2740f9,語言文學類,煙與鏡:尼爾.蓋曼短篇選,12,2007,繆思出版,3F中文圖書區,2011-09-09,NA,2,人文學院,2014-09-18T06:46:53Z
I9162f25a3b,應用科學類,"機率陷阱 : 從購物、保險到用藥, 如何做出最萬無一失的選擇?",90,2015,商周,3F中文圖書區,2015-04-15,決策管理,3,商學院,2015-10-19T04:52:47Z
Ba0f927ba02,語言文學類,少年Pi的奇幻漂流. 繪圖版,15,2008,皇冠文化,3F中文圖書區,2013-03-14,NA,1,公共事務學院,2014-03-04T09:40:21Z
Fe71761be01,世界史地,北海道自遊人,10,2012,墨刻出版,1F寰宇開卷專區,2013-07-12,旅遊,1,公共事務學院,2014-06-09T09:18:21Z
P0531c306bf,語言文學類,國王遊戲,9,2012,尖端,3F中文圖書區,2012-06-21,NA,1,電機資訊學院,2014-01-10T10:00:16Z
Efccf61b9d5,世界史地,"十八歲起, 你的格局不一樣 : 想像十年後的自己, 做出最聰明的選擇",40,2012,先覺出版,3F中文圖書區,2013-04-26,傳記,1,公共事務學院,2013-12-16T00:41:57Z
N0b88d3c996,語言文學類,原鄉人:族群的故事=The man who longed for a faraway home,21,2004,麥田出版,3F中文圖書區,2010-10-12,NA,3,商學院,2016-01-04T05:27:14Z
H53d7481d29,社會科學類,Statistics for business and economics,37,2002,South-Western/Thomson Learning,4F外文圖書區,2003-06-02,Commercial statistics Methodology.,2,商學院,2015-05-04T02:05:45Z
A98211dd45a,語言文學類,城南舊事,10,2000,遊目族出版,3F中文圖書區,2002-09-17,NA,1,法律學院,2014-05-27T01:54:42Z
J50392da2e7,語言文學類,海邊的卡夫卡,5,2003,時報文化,3F中文圖書區,2003-06-24,NA,3,商學院,2015-10-05T08:20:52Z
Bf0d15e11c2,社會科學類,別讓大學毀了你 : 是你上了大學！還是大學上了你？ = Don't let the university ruining your life,123,2013,海鴿文化,3F中文圖書區,2013-11-12,大學生,3,公共事務學院,2015-11-20T08:56:04Z
Ie4846b9681,社會科學類,與鄭成功有關的傳說之研究,21,1998,南市文化,3F中文圖書區,1999-03-01,民間傳說臺灣,2,商學院,2014-11-26T03:47:24Z
A06eefde924,語言文學類,跟著新多益滿分王一起挑戰新多益NEW TOEIC 990分,2,2012,懶鬼子英日語,3F中文圖書區,2012-07-11,多益測驗,4,法律學院,2016-12-17T04:34:06Z
F61c5c14ac3,應用科學類,料理先修班 : 130種食物X烹飪間的美味關係 : 料理新鮮人完全入門手冊,103,2008,台視文化,3F中文圖書區,2012-12-21,食譜,2,公共事務學院,2015-05-08T04:29:19Z
A40a48099c5,社會科學類,強制執行法,40,2012,三民書局,3F中文圖書區,2013-05-24,強制執行法,3,法律學院,2016-03-03T03:20:13Z
A323ebaf1cd,語言文學類,"冰與火之歌. 第五部,與龍共舞 上",34,2014,高寶國際,3F中文圖書區,2015-01-23,美國文學,2,法律學院,2015-05-29T04:50:52Z
B1ad5b76225,社會科學類,政策執行與評估,66,1999,空大,3F中文圖書區,1999-12-21,公共行政,2,公共事務學院,2015-03-23T09:14:36Z
A8d3a4c0353,科學類,Strafrecht. Allgemeiner Teil,9,9999,C.H. Beck,4F外文圖書區,2003-12-08,Criminal law Germany.,3,法律學院,2016-03-09T06:00:40Z
I8a5e6a9af8,社會科學類,第一次買共同基金就上手,4,1999,易博士文化出版,3F中文圖書區,2001-04-10,投資,2,商學院,2014-12-19T06:13:23Z
K94ed57dfce,NA,愛心傘,148,NA,NA,1F流通櫃檯,2015-05-21,NA,4,人文學院,2017-06-18T03:17:41Z
C868aa63a01,藝術類,貧民百萬富翁 [電影片] = Slumdog Millionaire,108,2013,采昌國際多媒體,1F視聽區,2013-10-15,電影片,3,社會科學院,2015-10-30T08:13:18Z
G5803473080,應用科學類,精品策略,25,2011,繁星多媒體出版,3F中文圖書區,2011-06-16,行銷策略,2,商學院,2015-06-29T07:20:12Z
Bf183738ae6,語言文學類,一九八四,19,1991,東大發行,3F中文圖書區,2006-06-29,NA,4,公共事務學院,2017-05-12T06:27:10Z
O1ba7c5c94f,語言文學類,小姨多鶴,43,2008,三民,3F中文圖書區,2009-02-05,NA,2,電機資訊學院,2015-07-04T07:08:27Z
A83927921d6,藝術類,小黃狗的窩 [錄影資料] = The Cave of the yellow dog,43,2011,迪昇數位影視,1F視聽區,2011-09-26,NA,2,法律學院,2014-12-11T01:37:55Z
A8ba0917b01,語言文學類,國文/測驗解題一本通,32,2011,高點文化,3F中文圖書區,2012-07-11,國語,4,法律學院,2017-05-02T04:34:49Z
He9e5e06157,語言文學類,寂寞不會 = loneliness won't hurt,32,2012,春天出版國際文化,3F中文圖書區,2015-10-23,NA,3,商學院,2016-01-15T03:42:59Z
F36c101037b,語言文學類,日本人的智慧:從生活點滴中看日本文化,6,1995,錦繡,3F中文圖書區,1999-05-13,NA,1,公共事務學院,2014-01-15T08:19:39Z
A28b9a0dfec,藝術類,"李國修編導演教室 = Hugh K. S. Lee's classroom of write, act, and direct",18,2014,平安文化,3F中文圖書區,2014-12-10,劇場藝術,4,法律學院,2017-01-17T05:55:09Z
Bca766d94b7,語言文學類,"不是盡力,是一定要做到",17,2009,蓋亞文化出版,3F中文圖書區,2009-05-06,NA,1,公共事務學院,2013-11-25T07:56:47Z
Ie4a3b426be,應用科學類,"廚房裡最重要的小事百科 : 正確洗菜、醃肉、燉湯、蒸蛋、煎魚, 400個讓廚藝升級、精準做菜的家事技巧",241,2016,采實,3F中文圖書區,2016-12-20,烹飪,4,商學院,2017-04-11T12:59:13Z
B9c03b05227,總類,楚辭 : 澤畔的悲歌,43,2012,時報文化,3F中文圖書區,2013-12-24,白話譯文,1,公共事務學院,2014-01-06T01:18:39Z
Kcbaaee96de,語言文學類,中華現代文學大系:臺灣一九八九～二○○三.貳,4,2003,九歌,3F中文圖書區,2003-11-28,NA,2,人文學院,2015-06-29T07:24:59Z
F61c5c14ac3,社會科學類,土地經濟學,103,2004,五南,3F中文圖書區,2004-12-27,土地經濟,2,公共事務學院,2014-09-17T02:00:50Z
M52ed7e1a1a,總類,圖書館管理精義 = The brief introduction to library administration,8,2016,新文京開發,3F中文圖書區,2016-12-20,圖書館管理,4,人文學院,2017-06-12T08:42:41Z
Lae6e01c53e,哲學類,時間與自由意志,9,2009,商務,3F中文圖書區,2010-10-01,NA,3,人文學院,2016-02-25T02:02:51Z
N2a17c0d420,社會科學類,清季留學政策初探,18,1989,文史哲,3F中文圖書區,2000-06-13,留學政策,2,商學院,2014-09-20T08:09:16Z
Kaa31b626dd,社會科學類,資本主義沒告訴你的23件事,41,2014,博雅書屋,3F中文圖書區,2015-03-10,資本主義,2,人文學院,2016-01-08T02:19:23Z
Lb07b2740f9,語言文學類,"混血營英雄. 2, 海神之子",33,2012,遠流,3F中文圖書區,2013-09-13,美國文學,3,人文學院,2015-10-20T09:15:19Z
C7f040d5ba7,社會科學類,Mathematics for economists,93,1994,W.W. Norton & Company,4F外文圖書區,2002-08-21,"Economics, Mathematical.",3,社會科學院,2016-07-05T07:12:52Z
Be3e14b1224,語言文學類,"東北往事 : 黑道風雲20年. 之5, 決戰南山 = My cruel underworld of my youth",47,2010,普天,3F中文圖書區,2013-02-05,中國小說,2,公共事務學院,2015-05-04T09:06:55Z
A17cab1abc0,語言文學類,神鵰俠侶,78,1997,遠流,3F中文圖書區,2006-03-28,NA,3,法律學院,2016-03-03T09:13:19Z
Bb7d36ae8d4,社會科學類,最新社會科學研究方法,47,2003,韋伯文化國際,3F中文圖書區,2004-12-27,社會科學研究方法,1,公共事務學院,2014-06-03T08:15:27Z
F2da170f74e,應用科學類,都市土地使用規劃,8,2009,五南,3F中文圖書區,2010-02-26,土地利用,4,公共事務學院,2017-01-09T02:39:10Z
Mb4ac1a99d5,世界史地,"第三帝國興亡史. 卷一, 希特勒的崛起、勝利與鞏固",39,2010,左岸文化,3F中文圖書區,2015-10-23,德國史,4,人文學院,2017-07-01T07:21:00Z
D6b7776f4db,應用科學類,絕地花園,43,2001,天下遠見出版,3F中文圖書區,2006-10-18,罕見疾病,2,社會科學院,2015-05-11T04:56:16Z
Id29a6e4e00,社會科學類,2049百年馬拉松 : 中國稱霸全球的？密戰略,26,2015,麥田,3F中文圖書區,2016-12-20,中國外交,4,商學院,2017-01-09T05:52:40Z
E0eb031151b,語言文學類,發條鳥年代記,8,1995,時報文化,3F中文圖書區,2012-09-27,NA,3,公共事務學院,2015-09-18T07:41:21Z
L2d3c3980d8,社會科學類,"我把套牢股變搖錢樹. 2, 老農夫存股複利公式",139,2016,Smart智富,3F中文圖書區,2016-12-20,股票投資,4,人文學院,2017-03-07T01:21:14Z
E76b9f3bc20,語言文學類,Steps to writing well,6,2014,"Wadsworth, Cengage Learning",4F外文圖書區,2015-05-26,English language Rhetoric.,3,公共事務學院,2015-11-25T04:50:17Z
Qd0ac2bf191,語言文學類,天龍八部,18,1996,遠流,3F中文圖書區,2000-08-03,NA,2,電機資訊學院,2015-07-07T07:27:15Z
Bff15cea9bc,語言文學類,空服員應試英文 = English for your flight attendant career,16,2013,眾文,1F職涯博覽專區,2013-08-19,英語,4,公共事務學院,2016-10-03T08:55:05Z
Kc54485f6a7,NA,電子書閱讀器 iPad 4,66,NA,NA,1F流通櫃檯,2013-11-29,NA,1,人文學院,2013-12-11T07:14:41Z
F911912a602,哲學類,"超譯尼采. II, 權力.意志",17,2013,商周,1F教師成長專區,2013-12-27,學術思想,1,公共事務學院,2014-10-30T09:14:19Z
De9b8b6fe49,語言文學類,"他比愛你更愛你 : 男人不壞, 只要用對方式去愛",3,2015,皇冠,3F中文圖書區,2015-08-21,散文,4,社會科學院,2016-09-29T05:40:08Z
Bf0d15e11c2,哲學類,人生迎風向前 : 享受工作與生活的65個態度,80,2013,方智,1F職涯博覽專區,2013-12-27,格言,2,公共事務學院,2014-08-15T01:54:30Z
I1828d79258,應用科學類,沃爾瑪效應,14,2006,大塊文化出版,3F中文圖書區,2008-05-21,零售商管理美國,2,商學院,2015-03-18T11:36:46Z
Fc09dc4f0b5,藝術類,韓國流行音樂全球化之旅 : 「SM娛樂」的創新實踐,6,2014,遠流,1F通識悅讀專區,2015-09-15,韓國,4,公共事務學院,2017-04-13T04:18:11Z
Kadbf84e112,語言文學類,"特殊傳說. 1, 不存在的學園! = The unique legend",91,2012,蓋亞文化,3F中文圖書區,2015-03-10,小說,2,人文學院,2015-03-31T00:37:03Z
C7d2c700002,語言文學類,鱷魚手記,88,2003,時報文化,3F中文圖書區,2003-11-26,NA,2,社會科學院,2015-05-12T09:01:49Z
F880a2fb422,應用科學類,"都市、複雜與規劃:理解並改善都市發展:understanding and improving urban development=Cities, complexity and planning",18,2006,詹氏,3F中文圖書區,2006-08-28,都市計畫,3,公共事務學院,2015-09-30T03:43:44Z
D90942eaef6,語言文學類,決戰NEW TOEIC閱讀滿分破解,11,2010,繁星多媒體,3F中文圖書區,2010-11-12,多益測驗,1,社會科學院,2014-05-12T08:27:32Z
F8e69ced2b2,應用科學類,垂直農場 : 城市發展新趨勢,41,2012,馬可孛羅文化,3F中文圖書區,2012-06-21,農業,3,公共事務學院,2016-07-17T07:03:38Z
M1382540a06,藝術類,找死的兔子,137,2010,小知堂,3F中文圖書區,2012-06-21,漫畫,3,人文學院,2016-06-14T11:41:05Z
N1ff5a12842,應用科學類,香港十大企業家創富傳奇 : 用「拼」「搏」打造璀璨香港奇蹟的巨人 = Hong Kong miracle,41,2011,廣達文化,1F職涯博覽專區,2013-08-19,企業家,2,法律學院,2015-06-05T05:23:10Z
Eabbca4cbf1,語言文學類,"全勝!日文檢定1000字,3、4級篇",7,2003,上澤社出版,3F中文圖書區,2010-01-05,日本語言詞彙,4,公共事務學院,2017-02-22T06:56:07Z
F4da978fa82,科學類,Photoshop絕對出色影像處理與視覺設計表現,138,2012,碁峰資訊,3F中文圖書區,2014-12-09,數位影像處理,2,公共事務學院,2015-03-11T01:59:54Z
C3cbb630a09,語言文學類,我不是教你詐,26,9999,水雲齋文化出版,3F中文圖書區,2001-09-10,NA,3,社會科學院,2017-02-22T04:01:07Z
Ac4baf77852,世界史地,跟著小氣少年自由行 : 大阪 神戶 奈良,114,2014,精誠資訊,3F中文圖書區,2014-12-10,自助旅行,2,法律學院,2015-06-24T03:32:25Z
H146ee7d228,藝術類,貧民百萬富翁 [電影片] = Slumdog Millionaire,6,2013,采昌國際多媒體,1F視聽區,2013-10-15,電影片,2,商學院,2014-09-13T06:20:50Z
Aaa87d5de2b,社會科學類,不移不惑獻身法與正義:許迺曼教授刑事法論文選輯:賀許迺曼教授六秩壽辰:abhandlungen zur gesamten strafrechtswissenschaft von Bernd Schunemann zu seinem 60. Geburtst,184,2006,春風煦日學術基金發行,3F中文圖書區,2008-05-01,"刑法論文,講詞等",3,法律學院,2015-12-02T12:05:22Z
Aca68a8e7f8,社會科學類,暗夜的哭聲,6,2002,商周出版,3F中文圖書區,2008-10-31,刑事審判個案研究美國,2,法律學院,2015-02-24T03:24:18Z
B94a0f78c37,應用科學類,書店不死,187,2013,時報文化,3F中文圖書區,2016-09-26,書業,4,公共事務學院,2017-02-20T08:18:42Z
Be5044c62be,語言文學類,林文月精選集,13,2002,九歌,3F中文圖書區,2003-11-28,NA,1,公共事務學院,2013-12-27T09:21:40Z
Ab5f5d71dad,語言文學類,人情.世故,1,2010,遠流,3F中文圖書區,2015-02-05,中國散文,4,法律學院,2016-10-11T07:37:25Z
If6bcb39838,社會科學類,如何找到滿意的工作,11,2013,先覺,1F通識悅讀專區,2013-08-02,就業,4,商學院,2017-01-04T04:08:50Z
M2cfd224e46,哲學類,戚繼光評傳,141,2004,南京大學,3F中文圖書區,2009-01-22,戚繼光傳記,2,人文學院,2014-12-05T11:38:03Z
Ad3aa5d43fc,語言文學類,目送,70,2015,INK印刻文學,3F中文圖書區,2015-09-10,NA,3,法律學院,2015-11-03T07:13:59Z
A69793a0459,世界史地,在地京都人帶你超值遊京都 : 省錢遊京都,19,2012,聯經出版,1F寰宇開卷專區,2013-07-12,旅遊,4,法律學院,2017-04-26T04:41:25Z
A4ac2eb4535,語言文學類,你們我們他們=Something about love,65,2002,大塊文化出版,3F中文圖書區,2004-08-11,NA,2,法律學院,2014-08-07T03:49:49Z
D8d94e62c51,社會科學類,兒少性侵害:全方位防治與輔導手冊,7,2000,張老師,3F中文圖書區,2000-05-08,性侵害,3,社會科學院,2015-10-21T05:11:29Z
C2eb7f062bb,社會科學類,Linear algebra,8,1990,Harcourt Brace Jovanovich,4F外文圖書區,1999-03-02,"Algebras, Linear.",2,社會科學院,2015-03-04T03:42:58Z
G5da835699a,語言文學類,我的鯨魚男友,31,2011,臺灣國際角川書店,3F中文圖書區,2013-12-30,日本文學,2,商學院,2014-12-30T11:52:06Z
N4ebf64e806,世界史地,旁觀者 : 管理大師杜拉克回憶錄,1,1996,美商麥格羅？希爾出版,3F中文圖書區,2011-12-27,傳記,2,商學院,2014-10-30T08:16:20Z
L954e45660f,語言文學類,情書,28,2012,新經典圖文,3F中文圖書區,2015-01-23,日本文學,3,人文學院,2016-01-06T09:20:02Z
J5e0fad87e3,語言文學類,手機,9,2007,皇冠文化,3F中文圖書區,2016-11-14,美國文學,4,商學院,2017-01-16T07:47:16Z
J75e338cd10,社會科學類,政治學的第一堂課,15,2003,書泉,3F中文圖書區,2005-04-01,政治,4,商學院,2017-04-27T05:01:47Z
D6b7776f4db,語言文學類,沒有神的所在:私房閱讀<<金瓶梅>>=The plum in the golden vase,43,2009,皇冠,3F中文圖書區,2009-10-30,NA,2,社會科學院,2014-09-10T03:21:16Z
Fbd2cd8da7f,語言文學類,其後 = ？？？？,21,2012,INK印刻文學,3F中文圖書區,2013-03-14,長篇小說,2,公共事務學院,2014-11-17T08:14:26Z
B8f73a4d6e9,語言文學類,改變一生的英文聽力課,146,2012,貝塔,3F中文圖書區,2012-07-11,英語,2,公共事務學院,2014-11-28T02:56:54Z
Bb7d36ae8d4,語言文學類,陰間 = Afterworld,47,2011,蓋亞文化出版,3F中文圖書區,2011-10-11,NA,1,公共事務學院,2014-01-16T07:55:49Z
B23ba9984e4,藝術類,悲慘世界 [電影片] = Les Miserables,10,2013,影傑,1F視聽區,2013-11-26,電影片,3,公共事務學院,2015-12-03T12:17:02Z
If010f27b4e,語言文學類,列車上的女孩,9,2015,寂寞,3F中文圖書區,2016-03-24,NA,4,商學院,2016-11-15T05:29:50Z
A8ba0917b01,應用科學類,解讀醫病關係,159,2006,元照,3F中文圖書區,2009-03-27,醫病關係,3,法律學院,2016-02-26T04:46:57Z
B9c03b05227,社會科學類,經濟學原理,43,2011,新加坡商聖智學習,3F中文圖書區,2012-05-16,經濟學,1,公共事務學院,2014-03-18T07:52:38Z
C4575ce80aa,哲學類,路西法效應,2,2008,商周出版,3F中文圖書區,2010-01-04,心理學,1,社會科學院,2014-01-09T10:15:54Z
K182a8e64c4,應用科學類,搞懂這些，老闆搶著要 : 老闆不說的40個職場潛規則 = You're right,10,2012,智富,1F職涯博覽專區,2013-08-19,職場成功法,1,人文學院,2013-12-11T07:25:13Z
A3dd1f1aea8,藝術類,家將:嘉義地區重要傳系之調查與分析,59,2002,綠色旅行文教基金會,3F中文圖書區,2003-06-10,陣頭,4,法律學院,2016-11-28T12:32:27Z
Dd0978c67fe,哲學類,住在大腦裡的八個騙子,51,2007,大塊文化出版,3F中文圖書區,2012-06-11,欺騙,2,社會科學院,2015-02-26T08:02:46Z
Gbfac25267e,語言文學類,殺手 : 末路花開的美夢 = Killer,3,2015,春天出版國際文化,3F中文圖書區,2015-05-15,長篇小說,4,商學院,2017-04-11T03:20:20Z
D61115d5294,語言文學類,被遺忘的故事,2,2004,台灣國際角川,3F中文圖書區,2007-11-12,NA,2,社會科學院,2014-12-30T08:51:29Z
Af93de31fa2,語言文學類,TOEIC多益字彙990分徹底攻略,24,2007,漢宇國際文化出版,3F中文圖書區,2009-06-23,英國語言詞彙,1,法律學院,2014-06-09T04:41:32Z
Mf6a9fdff0d,藝術類,After Rome,27,2003,Oxford University Press,4F外文圖書區,2012-06-07,"Great Britain History Anglo-Saxon period, 449-1066.",2,人文學院,2014-10-20T00:39:39Z
K7743b6a8ce,語言文學類,新譯昭明文選,41,1997,三民,3F中文圖書區,2000-07-12,昭明文選注釋,2,人文學院,2015-05-27T01:58:16Z
F287026b717,社會科學類,囂張的美元 : 美元的興衰與國際貨幣體系的未來,132,2012,高寶國際,3F中文圖書區,2014-07-29,美元,4,公共事務學院,2016-12-06T04:47:52Z
L7852c44209,社會科學類,<<一個投機者的告白>>之金錢遊戲,57,2008,商智文化出版,3F中文圖書區,2010-02-24,投資,4,人文學院,2017-03-15T01:33:55Z
M7aeba18809,語言文學類,海邊的卡夫卡,42,2003,時報文化,3F中文圖書區,2003-06-24,NA,1,人文學院,2014-01-17T08:34:12Z
C7f040d5ba7,哲學類,"記憶的風景 : 我們為什麼「想起」,又為什麼「遺忘」?",93,2013,漫遊者文化,3F中文圖書區,2014-06-25,記憶,3,社會科學院,2016-03-28T07:03:06Z
G7e8b086cbe,語言文學類,王者之王=Lord of the kings,18,2004,鮮鮮文化,3F中文圖書區,2006-05-23,NA,1,商學院,2014-05-07T04:47:53Z
Ba02a384866,藝術類,活用一輩子的旅行筆記術,79,2014,大田,1F寰宇開卷專區,2015-09-23,筆記法,3,公共事務學院,2015-10-12T08:56:22Z
K84b62098f7,語言文學類,多益題型解析與應考技巧=Longman essential guide for the TOEIC test,88,2004,臺灣培生教育出版,1F流通櫃檯,2007-11-23,英國語言問題集,2,人文學院,2015-07-07T01:17:39Z
Gfa5bdd2756,應用科學類,食物與廚藝:奶.蛋.肉.魚,59,2009,大家出版,3F中文圖書區,2011-09-09,烹飪,3,商學院,2015-08-22T05:19:54Z
Gc3ebb48e80,語言文學類,"風動鳴 = Wind with voices. 10, 鏡照 下部",45,2014,天使出版國際文化,3F中文圖書區,2015-01-23,科幻小說,3,商學院,2016-04-11T08:20:24Z
I43fb9093aa,藝術類,偷書賊 [電影片] = The book thief,42,2014,影傑,1F視聽區,2014-10-02,電影片,4,商學院,2017-06-15T09:23:34Z
M7aeba18809,語言文學類,張愛玲典藏全集,42,2001,皇冠,3F中文圖書區,2002-09-17,NA,1,人文學院,2014-01-17T08:34:09Z
